TCMGene	DiseasomeGene Manually	DiseasomeGenebySilk
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SPG7	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SPG7	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SPG7
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SPG7	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CAR	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SPG7
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/NDRG1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NDRG1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NDRG1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/NDRG1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CMT4D	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NDRG1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/NDRG1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/HMSNL	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NDRG1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ETFA	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ETFA	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ETFA
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ETFA	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/GA2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ETFA
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ETFA	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MADD	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ETFA
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/L1CAM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/L1CAM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/L1CAM
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/L1CAM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CAML1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/L1CAM
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/L1CAM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/HSAS1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/L1CAM
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/GNRHR	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LHRHR	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/GNRHR
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/GNRHR	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/GNRHR	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/GNRHR
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PICALM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PICALM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PICALM
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PICALM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CALM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PICALM
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PICALM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CLTH	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PICALM
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/NF1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NF1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NF1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/NF1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NFNS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NF1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/NF1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/VRNF	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NF1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/NF1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/WSS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NF1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/FECH	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FECH	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FECH
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/FECH	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FCE	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FECH
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/FAS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FAS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FAS
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/FAS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ALPS1A	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FAS
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/FAS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/APT1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FAS
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/FAS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CD95	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FAS
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/FAS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TNFRSF6	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FAS
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/MEFV	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MEFV	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MEFV
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/MEFV	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FMF	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MEFV
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/MEFV	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MEF	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MEFV
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PEO1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/C10orf2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PEO1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PEO1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PEO	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PEO1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PEO1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PEO1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PEO1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/CHIT1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CHIT1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CHIT1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/CHIT1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CHIT	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CHIT1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SRY	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SRY	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SRY
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SRY	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TDF	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SRY
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/RYR1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/RYR1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/RYR1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/RYR1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CCO	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/RYR1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/RYR1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MHS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/RYR1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SERPINF2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SERPINF2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SERPINF2
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SERPINF2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PLI	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SERPINF2
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ACHE	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/YT	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACHE
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ACHE	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACHE	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACHE
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/LEP	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LEP	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LEP
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/LEP	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/OB	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LEP
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/POMC	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/POMC	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/POMC
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/POMC	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LPH	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/POMC
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PFC	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PFC	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PFC
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PFC	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PFD	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PFC
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/CXCR4	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CXCR4	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CXCR4
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/CXCR4	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/D2S201E	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CXCR4
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/CXCR4	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NPY3R	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CXCR4
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/CXCR4	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/WHIM	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CXCR4
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/MMP3	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MMP3	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MMP3
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/MMP3	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/STMY1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/MMP3
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TWIST1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACS3	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TWIST1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TWIST1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SCS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TWIST1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TWIST1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TWIST	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TWIST1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TWIST1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TWIST1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TWIST1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ABCC2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ABCC2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ABCC2
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ABCC2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CMOAT	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ABCC2
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TAL1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TAL1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TAL1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TAL1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SCL	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TAL1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TAL1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TCL5	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TAL1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ACSL6	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACSL6	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACSL6
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ACSL6	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACS2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACSL6
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ACSL6	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/FACL6	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ACSL6
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ITGA2B	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ITGA2B	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ITGA2B
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ITGA2B	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CD41B	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ITGA2B
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/ITGA2B	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/GP2B	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ITGA2B
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SLC11A1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SLC11A1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SLC11A1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SLC11A1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NRAMP1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SLC11A1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SLC11A1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/NRAMP	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SLC11A1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SCN5A	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SCN5A	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SCN5A
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SCN5A	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/HB1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SCN5A
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SCN5A	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/IVF	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SCN5A
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SCN5A	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LQT3	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SCN5A
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/SCN5A	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SSS1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/SCN5A
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/LYST	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LYST	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LYST
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/LYST	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CHS1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/LYST
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TGFB1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TGFB1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TGFB1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TGFB1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CED	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TGFB1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/TGFB1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/DPD1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/TGFB1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/DNAI1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/DNAI1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/DNAI1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/DNAI1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/CILD1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/DNAI1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/DNAI1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/ICS	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/DNAI1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/DNAI1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PCD	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/DNAI1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PRF1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PRF1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PRF1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/PRF1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/HPLH2	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/PRF1
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/EMD	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/EMD	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/EMD
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/EMD	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/EDMD	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/EMD
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/EMD	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/STA	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/EMD
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/COCH	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/COCH	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/COCH
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/COCH	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/DFNA9	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/COCH
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/APP	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/AAA	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/APP
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/APP	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/AD1	http://www4.wiwiss.fu-berlin.de/diseasome/resource/genes/APP
